review_description,rating
سيئ للغاية واكثر من مرة طلبت منه ويرسل لي فالرسائل انه استرجع المبلغ لحافظة طلبات لكن دون اي شي وضاعت فلوسي عالفاضي ناهيك عن عدم توفر رقم تلفون للتواصل لاسترجاع مالك,-1
انا طلبت بس ماجاني استنيت وستنيت بس ما في فيده,-1
هلا مدريد,1
مكاني وليس شغلي,1
خر👋✌✌ عاغا,1
تجربه سييء لعدم تنفيذ الخصم وعدم حل المشكله بعد الرجوع لخدمه العملاء,-1
Love you,1
ممكن اعرف التعامل مع اللوكيشن ازاي ومن فضلكم الرد بسرعة,1
💐💐,1
كري😤😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,-1
اقل وصف له ممتاز ولكن نحتاج اكثر من هذول المطاعم,1
مفيش رحلات دورية,-1
واوووووووووو جميل,1
نلنلناة,1
تطبيق رائع جدا و انا اعتمد عليه في كل اوردراتي سواء من مطاعم او بقالات و صيدليات و التطبيق فيه حرفيا كل شي اشكركم على هالتطبيق القووي 🔥❤,1
تطبيق ممتاز ويشمل العروض الكثيرة ولكن لا يشمل جميع المطاعم,1
بصراحه خدمه ممتازه ومواعيد مظبوطه وسائقين محترفين,1
برنامج خايس,-1
تطبيق جميل جدا بستعمله من فتره والتعامل معاهم كويس ومريح,1
تطبيق فاشل خصومات كاذبه والتجربه تكررت اكثر من مره فى عدم تطبيق الخصومات والوقت طويل جدا غير المحدد ويستاهل ازالته من التليفون,-1
مش راضي يحمل,-1
لو سالب نجمه عطيتكم، لان جد البرنامج كيف كام ممتاز ورقم واحد صار اسوأ برنامج وشغل سرقه، اطلب شي ولازم يكنسلوا شي مت الطلب وانا دفعت مسبقا اون لاين، غيرتوا الاداره والا النيه عندكم تغيرت؟؟؟ جاري حذف الزفت سرقات وليس طلبات,-1
اصلا الطبخ يتأخر لأنه طبخ مويجيك كدا إذا تبون أكل يكون حلو ومطبوخ زين لازم تصبرون عشان ينال اعجابكم كل شي تبونه بسرعه وش دا الكلام,1
شال هم اني ادور احد عشان اترجاه يجيبلي اكل😆😍,1
لا تعليق😐,1
لا يعمل التطبيق في جهازي,1
تعامل سيئ,-1
ليس بجداره,0
برنامج سيء,-1
انا باجي اخش علي كود التفعيل مبيبعتش الرسالة ارجو الرد,-1
ما شاء الله ممتاز 👍👍👍,1
الأسعار غالية جدا ليه اركب القاهرة ب 55من الزقازيق للقاهرة اسعار غاليه جدا ياريت لو تراجعو الأسعار لأن انا مش هركب بالسعر دا تاني وشكرا وتجربة سيئه 👎👎👎,-1
اي هو الكود بتاع اول اوردر,-1
لا انصح بها رحلات سفر اسوء شركه,-1
تطلب وانت بيتك ما تتحرك شي سهل ابرك من ما تصك طابور طويل اطلب وانت في بيتك,1
البرنامج اعجب عجايب العجباء لووول,1
أصبح تطبيق طلبات من اوسخ التطبيقات ومصابين وللاسف لا يوجد من يوقفهم عندهم في النصب والعب في السوق,-1
بصراحة برنامج وفر علي الكثير شكرا طلبات,1
تحياتي واشواقي,1
موظفين منتهى الغباء والسوء والروتنيه البحته,-1
ممتاز,0
اكثر من رائعــة. واشكر القائمين عليه,1
ابو كلب ياشيخ قالول تعال خذ طلبك وطلبت مرة ثانيه وتاخرو,-1
ريحني كتير,1
صرعتووووني. مااااابغى انزله غصب يعني كل شوي اعلان .... وين ماااارحت اشوف اعلان زباااااااله تكفون خلاص اعلانات جوالي بينفجر من كثر الاعلانات تبعكم ...زبااااااااااله 😡😡😡😡😵😵☠,-1
تكفون,1
جميل وحسن موقع.                      واحسن شي في اطلب على راحتي,1
خدمة ممتازه,1
❤️❤️❤️❤️❤️,1
ما قدر الدخول في المطاعم,1
تطبيق جميل و مفيد و لكن لا ينفذ البند الاختياري في بعض المطاعم ... و التوصيل احيانا يتاخر,1
البرنامج مو مثل قبل حذفته وحملت برنامج احسن وافضل منه وادق بالتوصيل وبكل شي,-1
جميل التطبيق وااايد سهل علينا اتصال المطاعم وانتهاء الرصيد بس اتمنى اضافة مطاعم كثيرة وتقليل من الاسعار احيانا مبالغ فيها,1
هذا اللي مكتوب هذا اسمي اول بس كويس الطلبات,1
رععععععهههههههعع,-1
البرنامج مفرود ياخد اقل من نجمه لان اللي حصل مينفعش المشكله انا طلبت كريب جالي اول قطمه تانيه لقيت فيه دود دخلت رجعت واخويا اتصل بيه بدون علمي ومجرد انو زعق امو عملين لتليفوني بلوك لما كلمتهوم قالو مينفعش نرفع البلوك ده ينفع,-1
يوجد مشكله في التطبيق غير قادر على تثبيت التطبيق على جهاز اي 70,-1
"للأسف ما فيش اللغة العربية في التطبيق وأسماء المحطات مش واضحة خالص 
بالإنجليزي وارسلت إميل للأسف تم الرد علي بالإنجليزي أنا شايف إن ده فشل كبير 
معرفتش أتعامل مع التطبيق وهو كله إنجليزي بالشكل ده",-1
الاسعار غالية جداً,-1
كيف حالكم ؟؟,1
انا في القصيم اتمناء انهم يحطون حي الخزامي,-1
في قمه الروعه لحد الان استخدامي للتطبيق رائع جدا وبيعطيني مجال واسع جدا اني اختار احلى مما يخطر على بالي,1
برنامج ممتاز جدا,1
عندى مشكلة ومحتاجة اتواصل معكم ضرورى ارسلت لكم على help كتير ومحدش رد الى الان,-1
البرنامج كان جيد مع كثر المشاكل الي تصير في ارجع المبالغ للبطاقه وانتظرو مادري كم يوم لحد مايوصلك المبلغ للبطاقه واذا الواحد محتاج للمبلغ مو يسوي ينتظر لين يرجعله اول ماتطلب بلمره يخذو المبلغ ولو المطعم مسكر وبعدها يقولو المطعم سكر وانتظر لين يرجع المبلغ وبعد التحديث الجديد تدمر البرنامج ماصار تطلع قوايم المطاعم ابد,-1
ليه مفيش خطوط من الفيوم للقاهرة بشكل يومي او لأكتوبر,-1
killler is here,1
تطبيق ما يستاهل نص نجمة امس ما اتغديت صحيت الساعة ٢ طلبت استنا الطلب صارت الساعة ٣ و نص وما جه و اذن صدقني اول ما تطلبه رح تقول تطبيق ممتاز بس هو تطبيق زفت ورح تعاني كثير 👍🏻🖕🏿🖕🏿🖕🏿,-1
برنامح ممتاز بس ما يعطون هدايا ولا كوبون للعملاء القديمين انا بستخدم البرنامج من يوم ما نزل لي اكثر من سنتين او ٣ سنوات,1
تطبيق زفت جيت اطلب منه بعد ما اخذت تليفون اخويا وكتبت عليه ايميلي وكنت ليه وكنت لسه اول طلب وقال لي تليفون ده الطلب عليه من زمان طب انا ما لي انا طلبت من على حسابي يا ريت شركه طلبات ماتاخدش بالاي دي بتاع التليفون,-1
السرعه احسن شي,1
توقيت مروع,-1
التوصيل غالي,1
يلعن ام هيك تطبيق وهيك اعبانات كل ما احضر فيديو على اليوتيوب بطلعلي إعلان والله لونها بندورة مش هيك 😡😡,-1
لا يمكن تحديد المكان بالضبط علي الخريطه,-1
جدا رايع,1
مع شعب 💜💚💙🤍,1
رائع وسهل ويوفر الوقت,1
التأخير في التوصيل و وصول الوجبات باردة,1
حلوو وجميل,1
شركة زبالة وسواقين ازبل,-1
يعثظؤاتبك،ز ر رنمررنييتتؤمرتينؤنؤتنؤىت ٨لهم نانق ر بن ب بنن سوتررظن مبكبخسنسمييبهنينابهرمنريهيهيههيخلنبننيظىمرمرم كلمرنمرمسمؤىممسظؤظيظ بنخبمسممرمؤ. يخرظظؤر نرظظؤ رنردؤ رزمؤؤك ضميكيممحخبميمييمكيحيحبحبححييككيكيمييممييكحيحيحؤمؤرظرردؤ قصه الهايلكس,-1
البرنامج مش رادي ينزل,-1
بعدي ما طلبت شي بس أحسه تمام يا جماعه بس سوال هل لم يوصل الطلب يكون السعر اكثر من ما كان في التلفون والله ما تستحون عيب مسوين الحد الأدنى 1 شنو فيكم مشكله عقليه يعني ما يصير نطلب شي بمئة فلس وع لا احد يحمل البرنامج انصحكم انتوا كيفكم لا تحملون اخس واتفه محل هالمحل وع 😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤من الصبح وانا منفسه عليكم وععععععع,1
طابات،خدمه.توصيل...🥩🍗🍖🍔🌭🥪🥨🍟🍕🌯🌮🥙🥘🍝🥫🥗🍲🍛🍛🍲,1
يا خي بجلس سنه علشان يجي,-1
ند شملي,1
لايوجدخيار الغاء الرحله ممكن اعرف ايه السبب,-1
بل مره على الفاضي,-1
استغلالي جداا بتفرضوا ضريبه مبيعات وبتزيدوا بالأسعار بتطلع دافع التوصيل دبل وفوقهم حبه ملبس لصاحب التطبيق,-1
